competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3bFhim,1,1,ManipulativeJaybird,37.0,79.0,0,True,0.0,
3bFhim,1,2,ManipulativeJaybird,39.0,63.2,0,True,0.0,
3bFhim,1,3,ManipulativeJaybird,38.0,50.6,0,True,0.0,
3bFhim,1,4,ManipulativeJaybird,32.0,40.4,0,True,0.0,
3bFhim,1,5,ManipulativeJaybird,37.0,32.4,0,True,0.0,
3bFhim,1,6,ManipulativeJaybird,37.0,25.9,1,True,0.0,
3bFhim,1,7,ManipulativeJaybird,74.0,20.7,0,True,0.0,
3bFhim,1,8,ManipulativeJaybird,32.0,16.6,0,True,0.0,
3bFhim,1,9,ManipulativeJaybird,37.0,13.3,0,True,0.0,
3bFhim,1,10,ManipulativeJaybird,39.0,10.6,0,True,0.0,
3bFhim,1,11,ManipulativeJaybird,33.0,8.5,0,True,0.0,
3bFhim,1,12,ManipulativeJaybird,31.0,6.8,0,True,0.0,
3bFhim,1,13,ManipulativeJaybird,67.0,5.4,0,True,0.0,
3bFhim,1,14,ManipulativeJaybird,33.0,5.0,0,True,0.0,
3bFhim,1,15,ManipulativeJaybird,31.0,5.0,0,True,0.0,
3bFhim,1,16,ManipulativeJaybird,32.0,5.0,0,True,0.0,
3bFhim,1,17,ManipulativeJaybird,38.0,5.0,0,True,0.0,
3bFhim,1,18,ManipulativeJaybird,36.0,5.0,0,True,0.0,
3bFhim,1,19,ManipulativeJaybird,34.0,5.0,0,True,0.0,
3bFhim,1,20,ManipulativeJaybird,33.0,5.0,0,True,0.0,
3bFhim,1,21,ManipulativeJaybird,57.0,5.0,0,True,0.0,
3bFhim,1,22,ManipulativeJaybird,32.0,5.0,0,True,0.0,
3bFhim,1,23,ManipulativeJaybird,39.0,5.0,1,True,0.0,
3bFhim,1,24,ManipulativeJaybird,39.0,5.0,0,True,0.0,
3bFhim,1,25,ManipulativeJaybird,31.0,5.0,0,True,0.0,
3bFhim,1,26,ManipulativeJaybird,39.0,5.0,0,True,0.0,
3bFhim,1,27,ManipulativeJaybird,32.0,5.0,2,True,0.0,
3bFhim,1,28,ManipulativeJaybird,31.0,5.0,1,True,0.0,
3bFhim,1,29,ManipulativeJaybird,35.0,5.0,2,True,0.0,
3bFhim,1,30,ManipulativeJaybird,32.0,5.0,0,True,0.0,
3bFhim,1,31,ManipulativeJaybird,34.0,5.0,0,True,0.0,
3bFhim,1,32,ManipulativeJaybird,36.0,5.0,0,True,0.0,
3bFhim,1,33,ManipulativeJaybird,33.0,5.0,0,True,0.0,
3bFhim,1,34,ManipulativeJaybird,31.0,5.0,0,True,0.0,
3bFhim,1,35,ManipulativeJaybird,32.0,5.0,0,True,0.0,
3bFhim,1,36,ManipulativeJaybird,36.0,5.0,0,True,0.0,
3bFhim,1,37,ManipulativeJaybird,32.0,5.0,0,True,0.0,
3bFhim,1,38,ManipulativeJaybird,32.0,5.0,1,True,0.0,
3bFhim,1,39,ManipulativeJaybird,32.0,5.0,1,True,0.0,
3bFhim,1,40,ManipulativeJaybird,35.0,5.0,0,True,0.0,
3bFhim,1,41,ManipulativeJaybird,35.0,5.0,0,True,0.0,
3bFhim,1,42,ManipulativeJaybird,31.0,5.0,0,True,0.0,
3bFhim,1,43,ManipulativeJaybird,39.0,5.0,0,True,0.0,
3bFhim,1,44,ManipulativeJaybird,31.0,5.0,0,True,0.0,
3bFhim,1,45,ManipulativeJaybird,37.0,5.0,1,True,0.0,
3bFhim,1,46,ManipulativeJaybird,38.0,5.0,0,True,0.0,
3bFhim,1,47,ManipulativeJaybird,39.0,5.0,0,True,0.0,
3bFhim,1,48,ManipulativeJaybird,38.0,5.0,1,True,0.0,
3bFhim,1,49,ManipulativeJaybird,37.0,5.0,0,True,0.0,
3bFhim,1,50,ManipulativeJaybird,37.0,5.0,0,True,0.0,
3bFhim,1,51,ManipulativeJaybird,35.0,5.0,0,True,0.0,
