competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
48PU5k,1,1,DelicateMoose,80.0,37.0,4,True,0.0,
48PU5k,1,2,DelicateMoose,37.0,44.4,0,True,0.0,
48PU5k,1,3,DelicateMoose,36.5,53.3,0,True,0.0,
48PU5k,1,4,DelicateMoose,36.1,61.5,0,True,0.0,
48PU5k,1,5,DelicateMoose,36.1,67.2,0,True,0.0,
48PU5k,1,6,DelicateMoose,36.1,70.4,0,True,0.0,
48PU5k,1,7,DelicateMoose,36.1,72.8,0,True,0.0,
48PU5k,1,8,DelicateMoose,72.8,73.8,0,True,0.0,
48PU5k,1,9,DelicateMoose,72.8,73.7,0,True,0.0,
48PU5k,1,10,DelicateMoose,73.7,72.8,0,True,0.0,
48PU5k,1,11,DelicateMoose,72.8,71.5,0,True,0.0,
48PU5k,1,12,DelicateMoose,71.5,69.6,1,True,0.0,
48PU5k,1,13,DelicateMoose,70.4,68.4,2,True,0.0,
48PU5k,1,14,DelicateMoose,68.4,68.7,1,True,0.0,
48PU5k,1,15,DelicateMoose,66.4,69.2,0,True,0.0,
48PU5k,1,16,DelicateMoose,65.4,69.1,0,True,0.0,
48PU5k,1,17,DelicateMoose,69.1,68.5,2,True,0.0,
48PU5k,1,18,DelicateMoose,67.0,69.0,0,True,0.0,
48PU5k,1,19,DelicateMoose,64.9,69.3,3,True,0.0,
48PU5k,1,20,DelicateMoose,69.3,71.2,2,True,0.0,
48PU5k,1,21,DelicateMoose,67.1,74.3,0,True,0.0,
48PU5k,1,22,DelicateMoose,74.3,76.9,1,True,0.0,
48PU5k,1,23,DelicateMoose,71.8,79.9,0,True,0.0,
48PU5k,1,24,DelicateMoose,69.5,82.3,0,True,0.0,
48PU5k,1,25,DelicateMoose,67.1,84.3,0,True,0.0,
48PU5k,1,26,DelicateMoose,67.1,86.0,0,True,0.0,
48PU5k,1,27,DelicateMoose,86.0,87.4,0,True,0.0,
48PU5k,1,28,DelicateMoose,87.4,88.3,0,True,0.0,
48PU5k,1,29,DelicateMoose,88.3,88.8,0,True,0.0,
48PU5k,1,30,DelicateMoose,88.8,89.0,0,True,0.0,
48PU5k,1,31,DelicateMoose,89.0,88.8,0,True,0.0,
48PU5k,1,32,DelicateMoose,88.8,88.5,0,True,0.0,
48PU5k,1,33,DelicateMoose,88.5,87.9,0,True,0.0,
48PU5k,1,34,DelicateMoose,87.9,87.0,0,True,0.0,
48PU5k,1,35,DelicateMoose,87.0,85.9,0,True,0.0,
48PU5k,1,36,DelicateMoose,85.9,84.7,0,True,0.0,
