competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3CPFrU,1,1,IndigoJackal,90.0,64.0,1,True,0.0,
3CPFrU,1,2,IndigoJackal,18.0,68.8,0,True,0.0,
3CPFrU,1,3,IndigoJackal,11.0,67.6,0,True,0.0,
3CPFrU,1,4,IndigoJackal,71.0,65.2,0,True,0.0,
3CPFrU,1,5,IndigoJackal,27.0,61.8,0,True,0.0,
3CPFrU,1,6,IndigoJackal,45.0,57.9,1,True,0.0,
3CPFrU,1,7,IndigoJackal,84.0,56.0,2,True,0.0,
3CPFrU,1,8,IndigoJackal,70.0,56.7,0,True,0.0,
3CPFrU,1,9,IndigoJackal,87.0,56.6,1,True,0.0,
3CPFrU,1,10,IndigoJackal,26.0,57.2,0,True,0.0,
3CPFrU,1,11,IndigoJackal,85.0,57.3,1,True,0.0,
3CPFrU,1,12,IndigoJackal,80.0,58.0,1,True,0.0,
3CPFrU,1,13,IndigoJackal,39.0,58.8,1,True,0.0,
3CPFrU,1,14,IndigoJackal,23.0,60.0,0,True,0.0,
3CPFrU,1,15,IndigoJackal,22.0,60.4,0,True,0.0,
3CPFrU,1,16,IndigoJackal,88.0,60.3,0,True,0.0,
3CPFrU,1,17,IndigoJackal,1.0,59.8,0,True,0.0,
3CPFrU,1,18,IndigoJackal,5.0,59.0,0,True,0.0,
3CPFrU,1,19,IndigoJackal,55.0,58.0,0,True,0.0,
3CPFrU,1,20,IndigoJackal,49.0,56.8,1,True,0.0,
3CPFrU,1,21,IndigoJackal,74.0,55.9,1,True,0.0,
3CPFrU,1,22,IndigoJackal,100.0,55.4,1,True,0.0,
3CPFrU,1,23,IndigoJackal,3.0,55.1,0,True,0.0,
3CPFrU,1,24,IndigoJackal,94.0,54.5,1,True,0.0,
3CPFrU,1,25,IndigoJackal,76.0,54.2,0,True,0.0,
3CPFrU,1,26,IndigoJackal,95.0,53.7,4,True,0.0,
3CPFrU,1,27,IndigoJackal,15.0,54.5,0,True,0.0,
3CPFrU,1,28,IndigoJackal,31.0,55.1,0,True,0.0,
3CPFrU,1,29,IndigoJackal,53.0,55.4,1,True,0.0,
3CPFrU,1,30,IndigoJackal,36.0,55.9,1,True,0.0,
3CPFrU,1,31,IndigoJackal,12.0,56.4,0,True,0.0,
3CPFrU,1,32,IndigoJackal,19.0,56.9,0,True,0.0,
3CPFrU,1,33,IndigoJackal,66.0,57.2,0,True,0.0,
3CPFrU,1,34,IndigoJackal,40.0,57.3,0,True,0.0,
3CPFrU,1,35,IndigoJackal,72.0,57.2,0,True,0.0,
3CPFrU,1,36,IndigoJackal,81.0,57.0,3,True,0.0,
3CPFrU,1,37,IndigoJackal,62.0,57.5,1,True,0.0,
3CPFrU,1,38,IndigoJackal,82.0,58.2,1,True,0.0,
