competition_id,selling_season,day,competitor_id,competitor_price,our_price,our_demand,competitor_has_capacity,calculation_duration,errors,revenue,cum_revenue,cum_revenue_local
jd9PL7,29,1,ImposingCrocodile,46.8,62.0,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,2,ImposingCrocodile,40.7,49.6,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,3,ImposingCrocodile,43.1,39.7,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,4,ImposingCrocodile,50.7,31.7,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,5,ImposingCrocodile,41.1,25.4,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,6,ImposingCrocodile,61.1,20.3,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,7,ImposingCrocodile,53.1,16.3,0,True,0.0,,0.0,879744.4000000063,0.0
jd9PL7,29,8,ImposingCrocodile,62.3,13.0,1,True,0.0,,13.0,879757.4000000063,13.0
jd9PL7,29,9,ImposingCrocodile,59.8,10.4,1,True,0.0,,10.4,879767.8000000063,23.4
jd9PL7,29,10,ImposingCrocodile,44.9,8.7,3,True,0.0,,26.099999999999998,879793.9000000063,49.5
jd9PL7,29,11,ImposingCrocodile,46.8,8.7,1,True,0.0,,8.7,879802.6000000063,58.2
jd9PL7,29,12,ImposingCrocodile,47.2,9.0,3,True,0.0,,27.0,879829.6000000063,85.2
jd9PL7,29,13,ImposingCrocodile,59.1,10.3,2,True,0.0,,20.6,879850.2000000062,105.80000000000001
jd9PL7,29,14,ImposingCrocodile,43.9,12.2,2,True,0.0,,24.4,879874.6000000063,130.20000000000002
jd9PL7,29,15,ImposingCrocodile,52.1,14.7,2,True,0.0,,29.4,879904.0000000063,159.60000000000002
jd9PL7,29,16,ImposingCrocodile,45.6,17.6,1,True,0.0,,17.6,879921.6000000063,177.20000000000002
jd9PL7,29,17,ImposingCrocodile,48.6,21.2,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,18,ImposingCrocodile,64.8,25.4,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,19,ImposingCrocodile,49.9,30.4,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,20,ImposingCrocodile,54.4,35.7,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,21,ImposingCrocodile,51.2,41.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,22,ImposingCrocodile,40.3,46.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,23,ImposingCrocodile,55.5,52.2,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,24,ImposingCrocodile,64.2,56.9,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,25,ImposingCrocodile,41.2,61.1,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,26,ImposingCrocodile,63.8,64.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,27,ImposingCrocodile,65.8,67.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,28,ImposingCrocodile,54.0,70.0,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,29,ImposingCrocodile,66.0,71.2,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,30,ImposingCrocodile,41.9,71.6,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,31,ImposingCrocodile,54.4,71.2,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,32,ImposingCrocodile,41.0,70.4,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,33,ImposingCrocodile,56.8,69.0,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,34,ImposingCrocodile,41.3,67.0,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,35,ImposingCrocodile,51.7,64.5,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,36,ImposingCrocodile,65.0,61.7,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,37,ImposingCrocodile,68.1,58.6,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,38,ImposingCrocodile,43.9,55.2,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,39,ImposingCrocodile,53.8,51.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,40,ImposingCrocodile,49.7,48.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,41,ImposingCrocodile,61.2,44.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,42,ImposingCrocodile,40.5,41.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,43,ImposingCrocodile,45.0,37.8,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,44,ImposingCrocodile,56.8,34.5,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,45,ImposingCrocodile,54.7,31.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,46,ImposingCrocodile,54.3,28.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,47,ImposingCrocodile,65.3,25.4,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,48,ImposingCrocodile,69.5,22.7,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,49,ImposingCrocodile,44.3,20.3,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,50,ImposingCrocodile,67.2,18.0,0,True,0.0,,0.0,879921.6000000063,177.20000000000002
jd9PL7,29,51,ImposingCrocodile,57.3,15.9,1,True,0.0,,15.9,879937.5000000063,193.10000000000002
jd9PL7,29,52,ImposingCrocodile,60.5,14.2,0,True,0.0,,0.0,879937.5000000063,193.10000000000002
jd9PL7,29,53,ImposingCrocodile,51.5,12.5,5,True,0.0,,62.5,880000.0000000063,255.60000000000002
jd9PL7,29,54,ImposingCrocodile,42.7,11.7,2,True,0.0,,23.4,880023.4000000063,279.0
jd9PL7,29,55,ImposingCrocodile,59.0,11.0,2,True,0.0,,22.0,880045.4000000063,301.0
jd9PL7,29,56,ImposingCrocodile,47.1,10.6,5,True,0.0,,53.0,880098.4000000063,354.0
jd9PL7,29,57,ImposingCrocodile,41.0,10.6,3,True,0.0,,31.799999999999997,880130.2000000064,385.8
jd9PL7,29,58,ImposingCrocodile,49.4,10.9,3,True,0.0,,32.7,880162.9000000063,418.5
jd9PL7,29,59,ImposingCrocodile,54.2,11.4,8,True,0.0,,91.2,880254.1000000063,509.7
jd9PL7,29,60,ImposingCrocodile,57.0,12.7,5,True,0.0,,63.5,880317.6000000063,573.2
jd9PL7,29,61,ImposingCrocodile,41.5,14.6,1,True,0.0,,14.6,880332.2000000062,587.8000000000001
jd9PL7,29,62,ImposingCrocodile,48.4,16.7,2,True,0.0,,33.4,880365.6000000063,621.2
jd9PL7,29,63,ImposingCrocodile,42.2,19.3,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,64,ImposingCrocodile,44.7,22.0,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,65,ImposingCrocodile,56.7,24.7,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,66,ImposingCrocodile,40.6,27.5,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,67,ImposingCrocodile,42.3,30.2,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,68,ImposingCrocodile,43.8,32.9,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,69,ImposingCrocodile,47.9,35.5,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,70,ImposingCrocodile,65.6,37.9,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,71,ImposingCrocodile,50.8,40.2,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,72,ImposingCrocodile,48.9,42.3,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,73,ImposingCrocodile,56.9,44.0,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,74,ImposingCrocodile,46.1,45.4,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,75,ImposingCrocodile,54.6,46.4,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,76,ImposingCrocodile,62.4,46.9,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,77,ImposingCrocodile,58.2,47.2,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,78,ImposingCrocodile,41.6,47.0,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,79,ImposingCrocodile,58.6,46.5,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,80,ImposingCrocodile,49.3,45.7,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,81,ImposingCrocodile,52.3,44.6,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,82,ImposingCrocodile,47.3,43.3,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,83,ImposingCrocodile,62.4,41.7,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,84,ImposingCrocodile,62.5,40.0,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,85,ImposingCrocodile,48.0,38.1,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,86,ImposingCrocodile,64.0,36.0,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,87,ImposingCrocodile,42.5,33.9,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,88,ImposingCrocodile,45.5,31.7,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,89,ImposingCrocodile,46.1,29.6,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,90,ImposingCrocodile,63.3,27.4,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,91,ImposingCrocodile,48.6,25.3,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,92,ImposingCrocodile,40.6,23.3,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,93,ImposingCrocodile,55.2,21.4,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,94,ImposingCrocodile,64.6,19.6,0,True,0.0,,0.0,880365.6000000063,621.2
jd9PL7,29,95,ImposingCrocodile,49.1,17.9,1,True,0.0,,17.9,880383.5000000063,639.1
jd9PL7,29,96,ImposingCrocodile,64.8,16.4,1,True,0.0,,16.4,880399.9000000063,655.5
jd9PL7,29,97,ImposingCrocodile,60.1,15.0,0,True,0.0,,0.0,880399.9000000063,655.5
jd9PL7,29,98,ImposingCrocodile,58.3,13.7,2,True,0.0,,27.4,880427.3000000063,682.9
jd9PL7,29,99,ImposingCrocodile,63.5,12.6,1,True,0.0,,12.6,880439.9000000063,695.5
jd9PL7,29,100,ImposingCrocodile,50.9,11.6,6,True,0.0,,69.6,880509.5000000063,765.1
