competition_id,selling_season,day,competitor_id,competitor_price,our_price,our_demand,competitor_has_capacity,calculation_duration,errors,revenue,cum_revenue,cum_revenue_local
iESpep,29,1,ImposingCrocodile,57.2,35.0,1,True,0.0,,35.0,102212.0000000002,35.0
iESpep,29,2,ImposingCrocodile,63.7,37.6,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,3,ImposingCrocodile,63.3,37.0,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,4,ImposingCrocodile,63.7,35.6,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,5,ImposingCrocodile,40.8,33.8,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,6,ImposingCrocodile,43.3,31.7,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,7,ImposingCrocodile,56.6,29.6,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,8,ImposingCrocodile,66.5,27.4,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,9,ImposingCrocodile,67.1,25.4,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,10,ImposingCrocodile,47.4,23.4,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,11,ImposingCrocodile,43.6,21.5,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,12,ImposingCrocodile,57.4,19.8,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,13,ImposingCrocodile,51.7,18.1,0,True,0.0,,0.0,102212.0000000002,35.0
iESpep,29,14,ImposingCrocodile,68.6,16.6,1,True,0.0,,16.6,102228.60000000021,51.6
iESpep,29,15,ImposingCrocodile,51.9,15.4,0,True,0.0,,0.0,102228.60000000021,51.6
iESpep,29,16,ImposingCrocodile,42.3,14.2,1,True,0.0,,14.2,102242.8000000002,65.8
iESpep,29,17,ImposingCrocodile,68.1,13.3,0,True,0.0,,0.0,102242.8000000002,65.8
iESpep,29,18,ImposingCrocodile,60.6,12.4,1,True,0.0,,12.4,102255.2000000002,78.2
iESpep,29,19,ImposingCrocodile,44.4,11.7,0,True,0.0,,0.0,102255.2000000002,78.2
iESpep,29,20,ImposingCrocodile,56.0,10.9,0,True,0.0,,0.0,102255.2000000002,78.2
iESpep,29,21,ImposingCrocodile,57.6,10.3,2,True,0.0,,20.6,102275.8000000002,98.80000000000001
iESpep,29,22,ImposingCrocodile,56.3,9.8,0,True,0.0,,0.0,102275.8000000002,98.80000000000001
iESpep,29,23,ImposingCrocodile,67.4,9.3,0,True,0.0,,0.0,102275.8000000002,98.80000000000001
iESpep,29,24,ImposingCrocodile,48.0,8.8,1,True,0.0,,8.8,102284.60000000021,107.60000000000001
iESpep,29,25,ImposingCrocodile,53.6,8.4,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,26,ImposingCrocodile,53.1,8.0,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,27,ImposingCrocodile,56.4,7.6,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,28,ImposingCrocodile,52.8,7.3,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,29,ImposingCrocodile,48.9,6.9,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,30,ImposingCrocodile,41.9,6.5,0,True,0.0,,0.0,102284.60000000021,107.60000000000001
iESpep,29,31,ImposingCrocodile,50.9,6.1,1,True,0.0,,6.1,102290.70000000022,113.7
iESpep,29,32,ImposingCrocodile,49.5,5.8,2,True,0.0,,11.6,102302.30000000022,125.3
iESpep,29,33,ImposingCrocodile,45.3,5.6,0,True,0.0,,0.0,102302.30000000022,125.3
iESpep,29,34,ImposingCrocodile,67.9,5.3,0,True,0.0,,0.0,102302.30000000022,125.3
iESpep,29,35,ImposingCrocodile,69.2,5.1,0,True,0.0,,0.0,102302.30000000022,125.3
iESpep,29,36,ImposingCrocodile,54.2,5.0,0,True,0.0,,0.0,102302.30000000022,125.3
iESpep,29,37,ImposingCrocodile,62.4,5.0,1,True,0.0,,5.0,102307.30000000022,130.3
iESpep,29,38,ImposingCrocodile,47.5,5.0,0,True,0.0,,0.0,102307.30000000022,130.3
iESpep,29,39,ImposingCrocodile,44.3,5.0,1,True,0.0,,5.0,102312.30000000022,135.3
iESpep,29,40,ImposingCrocodile,40.1,5.0,0,True,0.0,,0.0,102312.30000000022,135.3
iESpep,29,41,ImposingCrocodile,46.4,5.0,0,True,0.0,,0.0,102312.30000000022,135.3
iESpep,29,42,ImposingCrocodile,58.1,5.0,1,True,0.0,,5.0,102317.30000000022,140.3
iESpep,29,43,ImposingCrocodile,65.3,5.0,1,True,0.0,,5.0,102322.30000000022,145.3
iESpep,29,44,ImposingCrocodile,64.5,5.0,1,True,0.0,,5.0,102327.30000000022,150.3
iESpep,29,45,ImposingCrocodile,67.8,5.0,0,True,0.0,,0.0,102327.30000000022,150.3
iESpep,29,46,ImposingCrocodile,67.7,5.0,1,True,0.0,,5.0,102332.30000000022,155.3
iESpep,29,47,ImposingCrocodile,58.3,5.0,0,True,0.0,,0.0,102332.30000000022,155.3
iESpep,29,48,ImposingCrocodile,61.4,5.0,1,True,0.0,,5.0,102337.30000000022,160.3
iESpep,29,49,ImposingCrocodile,56.8,5.0,0,True,0.0,,0.0,102337.30000000022,160.3
iESpep,29,50,ImposingCrocodile,52.4,5.0,1,True,0.0,,5.0,102342.30000000022,165.3
iESpep,29,51,ImposingCrocodile,52.2,5.0,1,True,0.0,,5.0,102347.30000000022,170.3
iESpep,29,52,ImposingCrocodile,50.8,5.0,0,True,0.0,,0.0,102347.30000000022,170.3
iESpep,29,53,ImposingCrocodile,67.4,5.0,0,True,0.0,,0.0,102347.30000000022,170.3
iESpep,29,54,ImposingCrocodile,64.0,5.0,0,True,0.0,,0.0,102347.30000000022,170.3
iESpep,29,55,ImposingCrocodile,62.3,5.0,0,True,0.0,,0.0,102347.30000000022,170.3
iESpep,29,56,ImposingCrocodile,44.5,5.0,0,True,0.0,,0.0,102347.30000000022,170.3
iESpep,29,57,ImposingCrocodile,67.0,5.0,1,True,0.0,,5.0,102352.30000000022,175.3
iESpep,29,58,ImposingCrocodile,42.5,5.0,0,True,0.0,,0.0,102352.30000000022,175.3
iESpep,29,59,ImposingCrocodile,43.9,5.0,0,True,0.0,,0.0,102352.30000000022,175.3
iESpep,29,60,ImposingCrocodile,44.0,5.0,0,True,0.0,,0.0,102352.30000000022,175.3
