competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3K43JB,1,1,Winner_2022,49.5,45.0,1,True,0.001,
3K43JB,1,2,Winner_2022,50.0,35.2,1,True,0.156,
3K43JB,1,3,Winner_2022,50.5,40.7,1,True,0.148,
3K43JB,1,4,Winner_2022,51.0,47.4,1,True,0.116,
3K43JB,1,5,Winner_2022,51.5,49.8,2,True,0.105,
3K43JB,1,6,Winner_2022,52.0,52.3,0,True,0.097,
3K43JB,1,7,Winner_2022,52.1,48.6,1,True,0.112,
3K43JB,1,8,Winner_2022,52.6,51.1,0,True,0.111,
3K43JB,1,9,Winner_2022,53.1,38.2,0,True,0.145,
3K43JB,1,10,Winner_2022,53.6,37.0,0,True,0.147,
3K43JB,1,11,Winner_2022,54.1,36.4,0,True,0.148,
3K43JB,1,12,Winner_2022,54.6,36.4,0,True,0.149,
3K43JB,1,13,Winner_2022,55.1,35.2,1,True,0.158,
3K43JB,1,14,Winner_2022,55.6,35.2,2,True,0.168,
3K43JB,1,15,Winner_2022,56.1,36.4,1,True,0.158,
3K43JB,1,16,Winner_2022,56.6,38.2,1,True,0.141,
3K43JB,1,17,Winner_2022,57.1,38.2,2,True,0.14,
3K43JB,1,18,Winner_2022,57.6,54.1,1,True,0.088,
3K43JB,1,19,Winner_2022,58.1,54.7,2,True,0.087,
3K43JB,1,20,Winner_2022,58.6,54.7,2,True,0.109,
3K43JB,1,21,Winner_2022,59.1,55.9,4,True,0.084,
3K43JB,1,22,Winner_2022,59.6,57.8,1,True,0.081,
3K43JB,1,23,Winner_2022,60.1,60.2,0,True,0.079,
3K43JB,1,24,Winner_2022,60.2,60.2,2,True,0.078,
3K43JB,1,25,Winner_2022,60.2,61.4,1,True,0.066,
3K43JB,1,26,Winner_2022,60.7,61.4,1,True,0.066,
3K43JB,1,27,Winner_2022,61.1,62.0,0,True,0.069,
3K43JB,1,28,Winner_2022,61.5,62.0,0,True,0.066,
3K43JB,1,29,Winner_2022,61.8,62.6,0,True,0.064,
3K43JB,1,30,Winner_2022,62.2,63.3,1,True,0.062,
3K43JB,1,31,Winner_2022,62.7,63.3,2,True,0.065,
3K43JB,1,32,Winner_2022,63.0,63.9,0,True,0.062,
3K43JB,1,33,Winner_2022,63.4,64.5,1,True,0.061,
3K43JB,1,34,Winner_2022,63.9,64.5,0,True,0.06,
3K43JB,1,35,Winner_2022,64.2,65.1,0,True,0.055,
3K43JB,1,36,Winner_2022,64.6,65.7,0,True,0.053,
3K43JB,1,37,Winner_2022,65.1,65.7,0,True,0.055,
3K43JB,1,38,Winner_2022,65.4,66.3,0,True,0.051,
3K43JB,1,39,Winner_2022,65.9,66.9,0,True,0.068,
3K43JB,1,40,Winner_2022,66.4,66.9,1,True,0.05,
3K43JB,1,41,Winner_2022,66.6,67.5,1,True,0.046,
3K43JB,1,42,Winner_2022,67.1,68.1,2,True,0.044,
3K43JB,1,43,Winner_2022,67.6,68.1,1,True,0.049,
3K43JB,1,44,Winner_2022,67.9,68.7,0,True,0.043,
3K43JB,1,45,Winner_2022,68.3,69.4,0,True,0.042,
3K43JB,1,46,Winner_2022,68.8,69.4,0,True,0.039,
3K43JB,1,47,Winner_2022,69.1,70.0,1,True,0.039,
3K43JB,1,48,Winner_2022,69.5,70.6,0,True,0.04,
3K43JB,1,49,Winner_2022,70.0,66.3,0,True,0.105,
3K43JB,1,50,Winner_2022,70.5,55.9,3,True,0.096,
3K43JB,1,51,Winner_2022,71.0,55.9,2,True,0.09,
3K43JB,1,52,Winner_2022,71.5,55.9,2,True,0.093,
3K43JB,1,53,Winner_2022,72.0,55.9,0,True,0.085,
3K43JB,1,54,Winner_2022,72.5,55.9,1,True,0.086,
3K43JB,1,55,Winner_2022,73.0,55.9,3,True,0.095,
3K43JB,1,56,Winner_2022,73.5,61.4,1,True,0.066,
3K43JB,1,57,Winner_2022,74.0,62.0,1,True,0.068,
3K43JB,1,58,Winner_2022,74.5,62.0,2,True,0.065,
3K43JB,1,59,Winner_2022,74.0,62.6,0,True,0.061,
3K43JB,1,60,Winner_2022,73.5,55.9,0,True,0.089,
3K43JB,1,61,Winner_2022,73.0,55.9,1,True,0.089,
3K43JB,1,62,Winner_2022,72.5,55.9,0,True,0.084,
3K43JB,1,63,Winner_2022,72.0,55.9,3,True,0.087,
3K43JB,1,64,Winner_2022,71.5,73.6,0,True,0.028,
3K43JB,1,65,Winner_2022,71.0,73.0,0,True,0.029,
3K43JB,1,66,Winner_2022,70.5,72.4,0,True,0.03,
3K43JB,1,67,Winner_2022,70.0,71.8,0,True,0.033,
3K43JB,1,68,Winner_2022,69.5,66.9,0,True,0.051,
3K43JB,1,69,Winner_2022,69.0,59.0,1,True,0.076,
3K43JB,1,70,Winner_2022,68.5,55.9,2,True,0.086,
3K43JB,1,71,Winner_2022,68.0,55.9,0,True,0.082,
3K43JB,1,72,Winner_2022,67.5,55.9,1,True,0.085,
3K43JB,1,73,Winner_2022,67.0,55.9,2,True,0.088,
3K43JB,1,74,Winner_2022,66.5,55.9,2,True,0.087,
3K43JB,1,75,Winner_2022,66.0,54.7,2,True,0.091,
3K43JB,1,76,Winner_2022,65.5,54.7,0,True,0.092,
3K43JB,1,77,Winner_2022,65.0,54.7,1,True,0.093,
3K43JB,1,78,Winner_2022,64.5,54.7,1,True,0.095,
3K43JB,1,79,Winner_2022,64.0,54.7,1,True,0.091,
3K43JB,1,80,Winner_2022,63.5,54.7,1,True,0.089,
3K43JB,1,81,Winner_2022,63.0,54.7,1,True,0.095,
