competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3A3gcX,1,1,AttentiveOriole,55.5,33.5,0,True,0.009,
3A3gcX,1,2,AttentiveOriole,33.5,31.8,1,True,0.015,
3A3gcX,1,3,AttentiveOriole,31.8,30.2,0,True,0.002,
3A3gcX,1,4,AttentiveOriole,30.2,28.7,0,True,0.002,
3A3gcX,1,5,AttentiveOriole,28.7,37.7,0,True,0.002,
3A3gcX,1,6,AttentiveOriole,37.7,35.9,0,True,0.002,
3A3gcX,1,7,AttentiveOriole,35.9,34.1,2,True,0.002,
3A3gcX,1,8,AttentiveOriole,34.1,32.4,0,True,0.002,
3A3gcX,1,9,AttentiveOriole,32.4,30.7,0,True,0.002,
3A3gcX,1,10,AttentiveOriole,30.7,33.7,0,True,0.002,
3A3gcX,1,11,AttentiveOriole,33.7,32.1,0,True,0.002,
3A3gcX,1,12,AttentiveOriole,32.1,30.5,1,True,0.002,
3A3gcX,1,13,AttentiveOriole,30.5,28.9,0,True,0.002,
3A3gcX,1,14,AttentiveOriole,28.9,27.5,0,True,0.002,
3A3gcX,1,15,AttentiveOriole,27.5,31.2,0,True,0.002,
3A3gcX,1,16,AttentiveOriole,31.2,29.6,0,True,0.002,
3A3gcX,1,17,AttentiveOriole,29.6,28.1,0,True,0.002,
3A3gcX,1,18,AttentiveOriole,28.1,26.7,0,True,0.002,
3A3gcX,1,19,AttentiveOriole,26.7,25.4,1,True,0.002,
3A3gcX,1,20,AttentiveOriole,25.4,28.6,0,True,0.002,
3A3gcX,1,21,AttentiveOriole,28.6,27.2,0,True,0.002,
3A3gcX,1,22,AttentiveOriole,27.2,25.8,1,True,0.002,
3A3gcX,1,23,AttentiveOriole,25.8,24.6,0,True,0.002,
3A3gcX,1,24,AttentiveOriole,24.6,23.3,0,True,0.002,
3A3gcX,1,25,AttentiveOriole,23.3,26.3,0,True,0.002,
3A3gcX,1,26,AttentiveOriole,26.3,25.0,0,True,0.002,
3A3gcX,1,27,AttentiveOriole,25.0,23.8,0,True,0.002,
3A3gcX,1,28,AttentiveOriole,23.8,22.6,0,True,0.002,
3A3gcX,1,29,AttentiveOriole,22.6,21.4,1,True,0.002,
3A3gcX,1,30,AttentiveOriole,21.4,24.2,0,True,0.002,
3A3gcX,1,31,AttentiveOriole,24.2,23.0,0,True,0.002,
3A3gcX,1,32,AttentiveOriole,23.0,21.8,0,True,0.002,
3A3gcX,1,33,AttentiveOriole,21.8,20.7,0,True,0.002,
3A3gcX,1,34,AttentiveOriole,20.7,20.0,1,True,0.005,
3A3gcX,1,35,AttentiveOriole,20.0,22.2,0,True,0.002,
3A3gcX,1,36,AttentiveOriole,22.2,21.1,0,True,0.002,
3A3gcX,1,37,AttentiveOriole,21.1,20.1,0,True,0.002,
3A3gcX,1,38,AttentiveOriole,20.1,20.0,0,True,0.002,
3A3gcX,1,39,AttentiveOriole,20.0,20.0,1,True,0.002,
3A3gcX,1,40,AttentiveOriole,20.0,20.7,0,True,0.002,
3A3gcX,1,41,AttentiveOriole,20.7,20.0,0,True,0.002,
3A3gcX,1,42,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,43,AttentiveOriole,20.0,20.0,1,True,0.002,
3A3gcX,1,44,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,45,AttentiveOriole,20.0,20.1,1,True,0.002,
3A3gcX,1,46,AttentiveOriole,20.1,20.0,0,True,0.002,
3A3gcX,1,47,AttentiveOriole,20.0,20.0,1,True,0.002,
3A3gcX,1,48,AttentiveOriole,20.0,20.0,1,True,0.002,
3A3gcX,1,49,AttentiveOriole,20.0,20.0,1,True,0.002,
3A3gcX,1,50,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,51,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,52,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,53,AttentiveOriole,20.0,20.0,0,True,0.002,
3A3gcX,1,54,AttentiveOriole,20.0,20.0,0,True,0.002,
