competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
38BbM6,1,1,CarrotHyrax,67.8,55.0,1,True,0.033,
38BbM6,1,2,CarrotHyrax,67.8,63.2,0,True,0.076,
38BbM6,1,3,CarrotHyrax,67.8,61.1,0,True,0.001,
38BbM6,1,4,CarrotHyrax,67.8,56.6,1,True,0.002,
38BbM6,1,5,CarrotHyrax,67.8,56.2,1,True,0.001,
38BbM6,1,6,CarrotHyrax,67.8,57.5,0,True,0.001,
38BbM6,1,7,CarrotHyrax,67.8,57.5,0,True,0.001,
38BbM6,1,8,CarrotHyrax,67.8,55.8,0,True,0.001,
38BbM6,1,9,CarrotHyrax,67.8,52.9,0,True,0.001,
38BbM6,1,10,CarrotHyrax,67.8,49.3,0,True,0.001,
38BbM6,1,11,CarrotHyrax,30.9,45.5,0,True,0.001,
38BbM6,1,12,CarrotHyrax,30.9,41.5,0,True,0.003,
38BbM6,1,13,CarrotHyrax,30.9,37.2,0,True,0.001,
38BbM6,1,14,CarrotHyrax,30.9,33.1,0,True,0.001,
38BbM6,1,15,CarrotHyrax,30.9,29.2,0,True,0.001,
38BbM6,1,16,CarrotHyrax,30.9,25.5,0,True,0.001,
38BbM6,1,17,CarrotHyrax,30.9,22.1,0,True,0.002,
38BbM6,1,18,CarrotHyrax,30.9,19.1,0,True,0.001,
38BbM6,1,19,CarrotHyrax,30.9,16.5,0,True,0.003,
38BbM6,1,20,CarrotHyrax,30.9,14.2,0,True,0.001,
38BbM6,1,21,CarrotHyrax,54.0,12.2,0,True,0.001,
38BbM6,1,22,CarrotHyrax,54.0,10.4,0,True,0.001,
38BbM6,1,23,CarrotHyrax,54.0,8.8,0,True,0.002,
38BbM6,1,24,CarrotHyrax,54.0,7.5,1,True,0.001,
38BbM6,1,25,CarrotHyrax,54.0,6.5,0,True,0.001,
38BbM6,1,26,CarrotHyrax,54.0,5.6,0,True,0.002,
38BbM6,1,27,CarrotHyrax,54.0,5.0,1,True,0.001,
38BbM6,1,28,CarrotHyrax,54.0,5.0,0,True,0.001,
38BbM6,1,29,CarrotHyrax,54.0,5.0,3,True,0.001,
38BbM6,1,30,CarrotHyrax,54.0,5.0,1,True,0.001,
38BbM6,1,31,CarrotHyrax,48.6,5.0,1,True,0.001,
38BbM6,1,32,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,33,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,34,CarrotHyrax,48.6,5.0,1,True,0.001,
38BbM6,1,35,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,36,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,37,CarrotHyrax,48.6,5.0,2,True,0.001,
38BbM6,1,38,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,39,CarrotHyrax,48.6,5.0,0,True,0.001,
38BbM6,1,40,CarrotHyrax,48.6,5.0,2,True,0.001,
38BbM6,1,41,CarrotHyrax,70.9,5.0,0,True,0.001,
38BbM6,1,42,CarrotHyrax,70.9,5.0,1,True,0.002,
38BbM6,1,43,CarrotHyrax,70.9,5.0,1,True,0.001,
38BbM6,1,44,CarrotHyrax,70.9,5.0,0,True,0.002,
38BbM6,1,45,CarrotHyrax,70.9,5.0,0,True,0.001,
38BbM6,1,46,CarrotHyrax,70.9,5.0,0,True,0.001,
38BbM6,1,47,CarrotHyrax,70.9,5.0,0,True,0.001,
38BbM6,1,48,CarrotHyrax,70.9,5.0,0,True,0.002,
38BbM6,1,49,CarrotHyrax,70.9,5.0,0,True,0.001,
38BbM6,1,50,CarrotHyrax,70.9,5.0,0,True,0.004,
38BbM6,1,51,CarrotHyrax,43.8,5.0,0,True,0.001,
38BbM6,1,52,CarrotHyrax,43.8,5.0,0,True,0.002,
38BbM6,1,53,CarrotHyrax,43.8,5.0,1,True,0.001,
38BbM6,1,54,CarrotHyrax,43.8,5.0,2,True,0.001,
38BbM6,1,55,CarrotHyrax,43.8,5.0,1,True,0.001,
38BbM6,1,56,CarrotHyrax,43.8,5.0,1,True,0.001,
38BbM6,1,57,CarrotHyrax,43.8,5.0,1,True,0.001,
38BbM6,1,58,CarrotHyrax,43.8,5.0,0,True,0.001,
38BbM6,1,59,CarrotHyrax,43.8,5.0,2,True,0.001,
38BbM6,1,60,CarrotHyrax,43.8,5.0,0,True,0.001,
38BbM6,1,61,CarrotHyrax,76.6,5.0,2,True,0.001,
38BbM6,1,62,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,63,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,64,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,65,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,66,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,67,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,68,CarrotHyrax,76.6,5.0,0,True,0.001,
38BbM6,1,69,CarrotHyrax,76.6,5.0,1,True,0.001,
38BbM6,1,70,CarrotHyrax,76.6,5.0,1,True,0.001,
38BbM6,1,71,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,72,CarrotHyrax,52.6,5.0,1,True,0.001,
38BbM6,1,73,CarrotHyrax,52.6,5.0,0,True,0.002,
38BbM6,1,74,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,75,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,76,CarrotHyrax,52.6,5.0,2,True,0.001,
38BbM6,1,77,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,78,CarrotHyrax,52.6,5.0,3,True,0.001,
38BbM6,1,79,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,80,CarrotHyrax,52.6,5.0,0,True,0.001,
38BbM6,1,81,CarrotHyrax,39.8,5.0,0,True,0.001,
38BbM6,1,82,CarrotHyrax,39.8,5.0,0,True,0.001,
38BbM6,1,83,CarrotHyrax,39.8,5.0,2,True,0.001,
38BbM6,1,84,CarrotHyrax,39.8,5.0,0,True,0.001,
38BbM6,1,85,CarrotHyrax,39.8,5.0,1,True,0.001,
38BbM6,1,86,CarrotHyrax,39.8,5.0,1,True,0.001,
38BbM6,1,87,CarrotHyrax,39.8,5.0,0,True,0.001,
38BbM6,1,88,CarrotHyrax,39.8,5.0,1,True,0.001,
38BbM6,1,89,CarrotHyrax,39.8,5.0,2,True,0.001,
38BbM6,1,90,CarrotHyrax,39.8,5.0,0,True,0.001,
38BbM6,1,91,CarrotHyrax,48.0,5.0,1,True,0.002,
38BbM6,1,92,CarrotHyrax,48.0,5.0,0,True,0.003,
38BbM6,1,93,CarrotHyrax,48.0,5.0,0,True,0.001,
38BbM6,1,94,CarrotHyrax,48.0,5.0,0,True,0.001,
38BbM6,1,95,CarrotHyrax,48.0,5.0,0,True,0.002,
38BbM6,1,96,CarrotHyrax,48.0,5.0,1,True,0.002,
38BbM6,1,97,CarrotHyrax,48.0,5.0,1,True,0.001,
38BbM6,1,98,CarrotHyrax,48.0,5.0,0,True,0.001,
38BbM6,1,99,CarrotHyrax,48.0,5.0,0,True,0.001,
38BbM6,1,100,CarrotHyrax,48.0,5.0,0,True,0.001,
38BbM6,2,1,CarrotHyrax,51.6,72.0,0,True,0.0,
38BbM6,2,2,CarrotHyrax,51.6,57.6,0,True,0.001,
38BbM6,2,3,CarrotHyrax,51.6,46.1,0,True,0.001,
38BbM6,2,4,CarrotHyrax,51.6,36.9,0,True,0.001,
38BbM6,2,5,CarrotHyrax,51.6,29.5,0,True,0.001,
38BbM6,2,6,CarrotHyrax,51.6,23.6,0,True,0.001,
38BbM6,2,7,CarrotHyrax,51.6,18.9,0,True,0.001,
38BbM6,2,8,CarrotHyrax,51.6,15.1,0,True,0.001,
38BbM6,2,9,CarrotHyrax,51.6,12.1,0,True,0.001,
38BbM6,2,10,CarrotHyrax,68.1,9.7,2,True,0.001,
38BbM6,2,11,CarrotHyrax,68.1,8.5,0,True,0.001,
38BbM6,2,12,CarrotHyrax,68.1,7.4,0,True,0.001,
38BbM6,2,13,CarrotHyrax,68.1,6.4,0,True,0.001,
38BbM6,2,14,CarrotHyrax,68.1,5.5,0,True,0.001,
38BbM6,2,15,CarrotHyrax,68.1,5.0,1,True,0.001,
38BbM6,2,16,CarrotHyrax,68.1,5.0,0,True,0.001,
38BbM6,2,17,CarrotHyrax,68.1,5.0,0,True,0.001,
38BbM6,2,18,CarrotHyrax,68.1,5.0,0,True,0.001,
38BbM6,2,19,CarrotHyrax,68.1,5.0,0,True,0.001,
38BbM6,2,20,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,21,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,22,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,23,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,24,CarrotHyrax,63.9,5.0,1,True,0.001,
38BbM6,2,25,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,26,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,27,CarrotHyrax,63.9,5.0,0,True,0.001,
38BbM6,2,28,CarrotHyrax,63.9,5.0,1,True,0.001,
38BbM6,2,29,CarrotHyrax,63.9,5.0,1,True,0.001,
38BbM6,2,30,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,31,CarrotHyrax,42.9,5.0,1,True,0.003,
38BbM6,2,32,CarrotHyrax,42.9,5.0,1,True,0.001,
38BbM6,2,33,CarrotHyrax,42.9,5.0,2,True,0.002,
38BbM6,2,34,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,35,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,36,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,37,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,38,CarrotHyrax,42.9,5.0,0,True,0.001,
38BbM6,2,39,CarrotHyrax,42.9,5.0,1,True,0.001,
38BbM6,2,40,CarrotHyrax,73.5,5.0,1,True,0.001,
38BbM6,2,41,CarrotHyrax,73.5,5.0,1,True,0.001,
38BbM6,2,42,CarrotHyrax,73.5,5.0,1,True,0.001,
38BbM6,2,43,CarrotHyrax,73.5,5.0,2,True,0.001,
38BbM6,2,44,CarrotHyrax,73.5,5.0,1,True,0.001,
38BbM6,2,45,CarrotHyrax,73.5,5.0,0,True,0.002,
38BbM6,2,46,CarrotHyrax,73.5,5.0,1,True,0.001,
38BbM6,2,47,CarrotHyrax,73.5,5.0,0,True,0.001,
