competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3Hhd4J,1,1,ManipulativeJaybird,37.0,64.0,0,True,0.0,
3Hhd4J,1,2,ManipulativeJaybird,32.0,51.2,0,True,0.0,
3Hhd4J,1,3,ManipulativeJaybird,37.0,41.0,0,True,0.0,
3Hhd4J,1,4,ManipulativeJaybird,31.0,32.8,0,True,0.0,
3Hhd4J,1,5,ManipulativeJaybird,31.0,26.2,1,True,0.0,
3Hhd4J,1,6,ManipulativeJaybird,36.0,22.9,2,True,0.0,
3Hhd4J,1,7,ManipulativeJaybird,31.0,22.9,1,True,0.0,
3Hhd4J,1,8,ManipulativeJaybird,37.0,23.6,2,True,0.0,
3Hhd4J,1,9,ManipulativeJaybird,34.0,25.8,0,True,0.0,
3Hhd4J,1,10,ManipulativeJaybird,37.0,27.5,0,True,0.0,
3Hhd4J,1,11,ManipulativeJaybird,33.0,28.7,1,True,0.0,
3Hhd4J,1,12,ManipulativeJaybird,35.0,30.4,0,True,0.0,
3Hhd4J,1,13,ManipulativeJaybird,36.0,31.3,3,True,0.0,
3Hhd4J,1,14,ManipulativeJaybird,38.0,34.4,2,True,0.0,
3Hhd4J,1,15,ManipulativeJaybird,37.0,38.6,0,True,0.0,
3Hhd4J,1,16,ManipulativeJaybird,38.0,42.3,0,True,0.0,
3Hhd4J,1,17,ManipulativeJaybird,33.0,45.4,0,True,0.0,
3Hhd4J,1,18,ManipulativeJaybird,13.0,48.1,0,True,0.0,
3Hhd4J,1,19,ManipulativeJaybird,18.0,50.5,0,True,0.0,
3Hhd4J,1,20,ManipulativeJaybird,52.0,52.3,2,True,0.0,
3Hhd4J,1,21,ManipulativeJaybird,11.0,55.8,0,True,0.0,
3Hhd4J,1,22,ManipulativeJaybird,14.0,58.7,0,True,0.0,
3Hhd4J,1,23,ManipulativeJaybird,17.0,61.2,0,True,0.0,
3Hhd4J,1,24,ManipulativeJaybird,11.0,62.9,0,True,0.0,
3Hhd4J,1,25,ManipulativeJaybird,13.0,64.0,0,True,0.0,
3Hhd4J,1,26,ManipulativeJaybird,18.0,64.7,0,True,0.0,
3Hhd4J,1,27,ManipulativeJaybird,11.0,64.8,0,True,0.0,
3Hhd4J,1,28,ManipulativeJaybird,32.0,64.4,0,True,0.0,
3Hhd4J,1,29,ManipulativeJaybird,35.0,63.5,0,True,0.0,
3Hhd4J,1,30,ManipulativeJaybird,39.0,62.1,0,True,0.0,
3Hhd4J,1,31,ManipulativeJaybird,36.0,60.3,0,True,0.0,
3Hhd4J,1,32,ManipulativeJaybird,35.0,58.4,0,True,0.0,
3Hhd4J,1,33,ManipulativeJaybird,32.0,56.3,0,True,0.0,
3Hhd4J,1,34,ManipulativeJaybird,35.0,53.9,0,True,0.0,
3Hhd4J,1,35,ManipulativeJaybird,31.0,51.4,0,True,0.0,
3Hhd4J,1,36,ManipulativeJaybird,60.0,48.8,1,True,0.0,
3Hhd4J,1,37,ManipulativeJaybird,45.0,46.7,2,True,0.0,
3Hhd4J,1,38,ManipulativeJaybird,41.0,45.4,0,True,0.0,
3Hhd4J,1,39,ManipulativeJaybird,44.0,43.9,0,True,0.0,
3Hhd4J,1,40,ManipulativeJaybird,48.0,42.4,1,True,0.0,
3Hhd4J,1,41,ManipulativeJaybird,41.0,41.1,2,True,0.0,
3Hhd4J,1,42,ManipulativeJaybird,48.0,40.5,1,True,0.0,
3Hhd4J,1,43,ManipulativeJaybird,42.0,40.1,2,True,0.0,
3Hhd4J,1,44,ManipulativeJaybird,42.0,40.2,1,True,0.0,
3Hhd4J,1,45,ManipulativeJaybird,45.0,40.5,0,True,0.0,
3Hhd4J,1,46,ManipulativeJaybird,46.0,40.6,0,True,0.0,
3Hhd4J,1,47,ManipulativeJaybird,1.0,40.5,0,True,0.0,
3Hhd4J,1,48,ManipulativeJaybird,9.0,40.4,0,True,0.0,
3Hhd4J,1,49,ManipulativeJaybird,3.0,40.1,0,True,0.0,
3Hhd4J,1,50,ManipulativeJaybird,5.0,39.5,0,True,0.0,
3Hhd4J,1,51,ManipulativeJaybird,1.0,38.9,0,True,0.0,
3Hhd4J,1,52,ManipulativeJaybird,4.0,38.1,0,True,0.0,
3Hhd4J,1,53,ManipulativeJaybird,3.0,37.1,0,True,0.0,
3Hhd4J,1,54,ManipulativeJaybird,31.0,35.9,0,True,0.0,
3Hhd4J,1,55,ManipulativeJaybird,35.0,34.6,1,True,0.0,
3Hhd4J,1,56,ManipulativeJaybird,31.0,33.4,0,True,0.0,
3Hhd4J,1,57,ManipulativeJaybird,71.0,32.2,4,True,0.0,
3Hhd4J,1,58,ManipulativeJaybird,39.0,31.7,2,True,0.0,
3Hhd4J,1,59,ManipulativeJaybird,39.0,31.6,2,True,0.0,
3Hhd4J,1,60,ManipulativeJaybird,36.0,31.6,0,True,0.0,
3Hhd4J,1,61,ManipulativeJaybird,37.0,31.5,5,True,0.0,
3Hhd4J,1,62,ManipulativeJaybird,38.0,32.2,0,True,0.0,
3Hhd4J,1,63,ManipulativeJaybird,39.0,32.7,2,True,0.0,
3Hhd4J,1,64,ManipulativeJaybird,32.0,33.4,0,True,0.0,
3Hhd4J,1,65,ManipulativeJaybird,36.0,33.8,1,True,0.0,
3Hhd4J,1,66,ManipulativeJaybird,36.0,34.3,0,True,0.0,
3Hhd4J,1,67,ManipulativeJaybird,33.0,34.5,2,True,0.0,
3Hhd4J,1,68,ManipulativeJaybird,31.0,34.8,2,True,0.0,
3Hhd4J,1,69,ManipulativeJaybird,31.0,35.3,0,True,0.0,
3Hhd4J,1,70,ManipulativeJaybird,56.0,35.7,2,True,0.0,
3Hhd4J,1,71,ManipulativeJaybird,57.0,36.1,4,True,0.0,
3Hhd4J,1,72,ManipulativeJaybird,71.0,37.0,2,True,0.0,
3Hhd4J,1,73,ManipulativeJaybird,67.0,38.1,4,True,0.0,
3Hhd4J,1,74,ManipulativeJaybird,73.0,39.5,2,True,0.0,
3Hhd4J,1,75,ManipulativeJaybird,74.0,41.0,1,True,0.0,
3Hhd4J,1,76,ManipulativeJaybird,51.0,42.5,3,True,0.0,
3Hhd4J,1,77,ManipulativeJaybird,56.0,44.2,1,True,0.0,
3Hhd4J,1,78,ManipulativeJaybird,71.0,45.9,0,True,0.0,
3Hhd4J,1,79,ManipulativeJaybird,73.0,47.4,1,True,0.0,
3Hhd4J,1,80,ManipulativeJaybird,72.0,48.9,2,True,0.0,
3Hhd4J,1,81,ManipulativeJaybird,78.0,50.5,2,True,0.0,
3Hhd4J,1,82,ManipulativeJaybird,62.0,52.3,0,True,0.0,
3Hhd4J,1,83,ManipulativeJaybird,59.0,53.8,1,True,0.0,
3Hhd4J,1,84,ManipulativeJaybird,77.0,55.3,2,True,0.0,
3Hhd4J,1,85,ManipulativeJaybird,63.0,56.8,1,True,0.0,
3Hhd4J,1,86,ManipulativeJaybird,69.0,58.3,2,True,0.0,
3Hhd4J,1,87,ManipulativeJaybird,78.0,59.9,0,True,0.0,
3Hhd4J,1,88,ManipulativeJaybird,77.0,61.3,3,True,0.0,
3Hhd4J,1,89,ManipulativeJaybird,64.0,63.0,2,True,0.0,
3Hhd4J,1,90,ManipulativeJaybird,71.0,64.8,0,True,0.0,
3Hhd4J,1,91,ManipulativeJaybird,53.0,66.5,0,True,0.0,
3Hhd4J,1,92,ManipulativeJaybird,73.0,68.0,0,True,0.0,
3Hhd4J,1,93,ManipulativeJaybird,79.0,69.3,0,True,0.0,
3Hhd4J,1,94,ManipulativeJaybird,51.0,70.4,0,True,0.0,
3Hhd4J,1,95,ManipulativeJaybird,68.0,71.4,0,True,0.0,
3Hhd4J,1,96,ManipulativeJaybird,50.0,72.2,0,True,0.0,
3Hhd4J,1,97,ManipulativeJaybird,66.0,72.9,0,True,0.0,
3Hhd4J,1,98,ManipulativeJaybird,75.0,73.4,0,True,0.0,
3Hhd4J,1,99,ManipulativeJaybird,74.0,73.8,0,True,0.0,
3Hhd4J,1,100,ManipulativeJaybird,50.0,74.0,0,True,0.0,
3Hhd4J,2,1,ManipulativeJaybird,39.0,48.0,0,True,0.0,
3Hhd4J,2,2,ManipulativeJaybird,33.0,38.4,1,True,0.0,
3Hhd4J,2,3,ManipulativeJaybird,39.0,37.1,1,True,0.0,
3Hhd4J,2,4,ManipulativeJaybird,37.0,39.1,1,True,0.0,
3Hhd4J,2,5,ManipulativeJaybird,36.0,42.6,0,True,0.0,
3Hhd4J,2,6,ManipulativeJaybird,33.0,43.6,1,True,0.0,
3Hhd4J,2,7,ManipulativeJaybird,33.0,46.5,0,True,0.0,
3Hhd4J,2,8,ManipulativeJaybird,33.0,47.8,0,True,0.0,
3Hhd4J,2,9,ManipulativeJaybird,34.0,47.6,0,True,0.0,
3Hhd4J,2,10,ManipulativeJaybird,37.0,46.5,0,True,0.0,
3Hhd4J,2,11,ManipulativeJaybird,67.0,44.8,1,True,0.0,
3Hhd4J,2,12,ManipulativeJaybird,72.0,44.2,0,True,0.0,
3Hhd4J,2,13,ManipulativeJaybird,39.0,42.6,0,True,0.0,
3Hhd4J,2,14,ManipulativeJaybird,31.0,40.4,0,True,0.0,
3Hhd4J,2,15,ManipulativeJaybird,31.0,37.7,0,True,0.0,
3Hhd4J,2,16,ManipulativeJaybird,37.0,34.8,0,True,0.0,
3Hhd4J,2,17,ManipulativeJaybird,37.0,31.8,3,True,0.0,
3Hhd4J,2,18,ManipulativeJaybird,31.0,31.0,1,True,0.0,
3Hhd4J,2,19,ManipulativeJaybird,35.0,30.6,1,True,0.0,
3Hhd4J,2,20,ManipulativeJaybird,35.0,30.5,1,True,0.0,
3Hhd4J,2,21,ManipulativeJaybird,36.0,30.8,1,True,0.0,
3Hhd4J,2,22,ManipulativeJaybird,36.0,31.3,0,True,0.0,
3Hhd4J,2,23,ManipulativeJaybird,17.0,31.5,0,True,0.0,
3Hhd4J,2,24,ManipulativeJaybird,13.0,31.4,0,True,0.0,
3Hhd4J,2,25,ManipulativeJaybird,19.0,30.9,0,True,0.0,
3Hhd4J,2,26,ManipulativeJaybird,58.0,30.3,0,True,0.0,
3Hhd4J,2,27,ManipulativeJaybird,17.0,29.5,0,True,0.0,
3Hhd4J,2,28,ManipulativeJaybird,13.0,28.5,0,True,0.0,
3Hhd4J,2,29,ManipulativeJaybird,14.0,27.4,0,True,0.0,
3Hhd4J,2,30,ManipulativeJaybird,19.0,26.1,0,True,0.0,
3Hhd4J,2,31,ManipulativeJaybird,79.0,24.7,1,True,0.0,
3Hhd4J,2,32,ManipulativeJaybird,13.0,23.6,0,True,0.0,
3Hhd4J,2,33,ManipulativeJaybird,13.0,22.5,0,True,0.0,
3Hhd4J,2,34,ManipulativeJaybird,55.0,21.3,2,True,0.0,
3Hhd4J,2,35,ManipulativeJaybird,68.0,20.5,1,True,0.0,
3Hhd4J,2,36,ManipulativeJaybird,31.0,19.9,3,True,0.0,
3Hhd4J,2,37,ManipulativeJaybird,37.0,19.9,1,True,0.0,
3Hhd4J,2,38,ManipulativeJaybird,38.0,19.9,3,True,0.0,
3Hhd4J,2,39,ManipulativeJaybird,37.0,20.5,1,True,0.0,
3Hhd4J,2,40,ManipulativeJaybird,39.0,21.1,2,True,0.0,
