competition_id,selling_season,selling_period,competitor_id,price_competitor,price,demand,competitor_has_capacity,calculation_duration,errors
3NdQtr,1,1,IntrepidBeluga,80.0,77.0,0,True,0.0,
3NdQtr,1,2,IntrepidBeluga,80.0,61.6,0,True,0.0,
3NdQtr,1,3,IntrepidBeluga,80.0,49.3,0,True,0.0,
3NdQtr,1,4,IntrepidBeluga,80.0,39.4,0,True,0.0,
3NdQtr,1,5,IntrepidBeluga,46.3,31.5,0,True,0.0,
3NdQtr,1,6,IntrepidBeluga,38.4,25.2,0,True,0.0,
3NdQtr,1,7,IntrepidBeluga,31.4,20.2,0,True,0.0,
3NdQtr,1,8,IntrepidBeluga,25.4,16.1,1,True,0.0,
3NdQtr,1,9,IntrepidBeluga,20.4,13.7,0,True,0.0,
3NdQtr,1,10,IntrepidBeluga,16.8,11.6,0,True,0.0,
3NdQtr,1,11,IntrepidBeluga,13.9,9.7,1,True,0.0,
3NdQtr,1,12,IntrepidBeluga,11.6,8.5,0,True,0.0,
3NdQtr,1,13,IntrepidBeluga,9.8,7.4,1,True,0.0,
3NdQtr,1,14,IntrepidBeluga,8.4,6.5,0,True,0.0,
3NdQtr,1,15,IntrepidBeluga,7.3,5.8,1,True,0.0,
3NdQtr,1,16,IntrepidBeluga,6.4,5.2,0,True,0.0,
3NdQtr,1,17,IntrepidBeluga,5.6,5.0,1,True,0.0,
3NdQtr,1,18,IntrepidBeluga,5.2,5.0,0,True,0.0,
3NdQtr,1,19,IntrepidBeluga,4.9,5.0,0,True,0.0,
3NdQtr,1,20,IntrepidBeluga,4.8,5.0,0,True,0.0,
3NdQtr,1,21,IntrepidBeluga,4.7,5.0,0,True,0.0,
3NdQtr,1,22,IntrepidBeluga,4.7,5.0,0,True,0.0,
3NdQtr,1,23,IntrepidBeluga,4.6,5.0,0,True,0.0,
3NdQtr,1,24,IntrepidBeluga,4.6,5.0,0,True,0.0,
3NdQtr,1,25,IntrepidBeluga,4.6,5.0,0,True,0.0,
3NdQtr,1,26,IntrepidBeluga,4.6,5.0,1,True,0.0,
3NdQtr,1,27,IntrepidBeluga,4.6,5.0,0,True,0.0,
3NdQtr,1,28,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,29,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,30,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,31,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,32,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,33,IntrepidBeluga,4.5,5.0,0,True,0.0,
3NdQtr,1,34,IntrepidBeluga,4.4,5.0,0,True,0.0,
3NdQtr,1,35,IntrepidBeluga,4.4,5.0,1,True,0.0,
3NdQtr,1,36,IntrepidBeluga,4.4,5.0,0,True,0.0,
3NdQtr,1,37,IntrepidBeluga,4.4,5.0,0,True,0.0,
3NdQtr,1,38,IntrepidBeluga,4.3,5.0,0,True,0.0,
3NdQtr,1,39,IntrepidBeluga,4.3,5.0,0,True,0.0,
3NdQtr,1,40,IntrepidBeluga,4.3,5.0,1,True,0.0,
3NdQtr,1,41,IntrepidBeluga,4.3,5.0,0,True,0.0,
3NdQtr,1,42,IntrepidBeluga,4.3,5.0,0,True,0.0,
3NdQtr,1,43,IntrepidBeluga,4.2,5.0,0,True,0.0,
3NdQtr,1,44,IntrepidBeluga,4.2,5.0,0,True,0.0,
3NdQtr,1,45,IntrepidBeluga,4.2,5.0,0,True,0.0,
3NdQtr,1,46,IntrepidBeluga,4.2,5.0,0,True,0.0,
3NdQtr,1,47,IntrepidBeluga,4.1,5.0,0,True,0.0,
3NdQtr,1,48,IntrepidBeluga,4.1,5.0,0,True,0.0,
3NdQtr,1,49,IntrepidBeluga,4.1,5.0,1,True,0.0,
3NdQtr,1,50,IntrepidBeluga,4.0,5.0,1,True,0.0,
3NdQtr,1,51,IntrepidBeluga,4.0,5.0,0,True,0.0,
3NdQtr,1,52,IntrepidBeluga,4.0,5.0,0,True,0.0,
3NdQtr,1,53,IntrepidBeluga,4.0,5.0,0,True,0.0,
3NdQtr,1,54,IntrepidBeluga,3.9,5.0,0,True,0.0,
3NdQtr,1,55,IntrepidBeluga,3.9,5.0,0,True,0.0,
3NdQtr,1,56,IntrepidBeluga,3.9,5.0,1,True,0.0,
3NdQtr,1,57,IntrepidBeluga,3.9,5.0,0,True,0.0,
3NdQtr,1,58,IntrepidBeluga,3.8,5.0,0,True,0.0,
3NdQtr,1,59,IntrepidBeluga,3.8,5.0,0,True,0.0,
3NdQtr,1,60,IntrepidBeluga,3.8,5.0,1,True,0.0,
3NdQtr,1,61,IntrepidBeluga,3.7,5.0,0,True,0.0,
3NdQtr,1,62,IntrepidBeluga,3.6,5.0,0,True,0.0,
3NdQtr,1,63,IntrepidBeluga,3.6,5.0,0,True,0.0,
3NdQtr,1,64,IntrepidBeluga,3.6,5.0,0,True,0.0,
3NdQtr,1,65,IntrepidBeluga,3.5,5.0,0,True,0.0,
3NdQtr,1,66,IntrepidBeluga,3.5,5.0,0,True,0.0,
3NdQtr,1,67,IntrepidBeluga,3.4,5.0,0,True,0.0,
3NdQtr,1,68,IntrepidBeluga,3.4,5.0,0,True,0.0,
3NdQtr,1,69,IntrepidBeluga,3.4,5.0,0,True,0.0,
3NdQtr,1,70,IntrepidBeluga,3.3,5.0,0,True,0.0,
3NdQtr,1,71,IntrepidBeluga,3.2,5.0,1,True,0.0,
3NdQtr,1,72,IntrepidBeluga,3.1,5.0,0,True,0.0,
3NdQtr,1,73,IntrepidBeluga,3.0,5.0,0,True,0.0,
3NdQtr,1,74,IntrepidBeluga,2.9,5.0,0,True,0.0,
3NdQtr,1,75,IntrepidBeluga,2.8,5.0,0,True,0.0,
3NdQtr,1,76,IntrepidBeluga,2.7,5.0,0,True,0.0,
3NdQtr,1,77,IntrepidBeluga,2.6,5.0,1,True,0.0,
3NdQtr,1,78,IntrepidBeluga,2.5,5.0,0,True,0.0,
3NdQtr,1,79,IntrepidBeluga,2.5,5.0,0,True,0.0,
3NdQtr,1,80,IntrepidBeluga,2.3,5.0,0,True,0.0,
3NdQtr,1,81,IntrepidBeluga,2.2,5.0,0,True,0.0,
3NdQtr,1,82,IntrepidBeluga,2.0,5.0,0,True,0.0,
3NdQtr,1,83,IntrepidBeluga,1.8,5.0,0,True,0.0,
3NdQtr,1,84,IntrepidBeluga,1.6,5.0,0,True,0.0,
3NdQtr,1,85,IntrepidBeluga,1.4,5.0,0,True,0.0,
3NdQtr,1,86,IntrepidBeluga,1.1,5.0,0,True,0.0,
3NdQtr,1,87,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,88,IntrepidBeluga,1.0,5.0,1,True,0.0,
3NdQtr,1,89,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,90,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,91,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,92,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,93,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,94,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,95,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,96,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,97,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,98,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,99,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,1,100,IntrepidBeluga,1.0,5.0,0,True,0.0,
3NdQtr,2,1,IntrepidBeluga,80.0,73.0,0,True,0.0,
3NdQtr,2,2,IntrepidBeluga,80.0,58.4,0,True,0.0,
3NdQtr,2,3,IntrepidBeluga,80.0,46.7,0,True,0.0,
3NdQtr,2,4,IntrepidBeluga,80.0,37.4,0,True,0.0,
3NdQtr,2,5,IntrepidBeluga,44.1,29.9,0,True,0.0,
3NdQtr,2,6,IntrepidBeluga,36.5,23.9,0,True,0.0,
3NdQtr,2,7,IntrepidBeluga,29.8,19.1,0,True,0.0,
3NdQtr,2,8,IntrepidBeluga,24.1,15.3,0,True,0.0,
